close_time,commission,current_price,entry_price,exit_price,exit_reason,gross_profit,open_time,pips,profit,requested_price,status,stop_loss,symbol,take_profit,type,volume
2026-06-10 00:05:00,0.014,6.77645,6.77781,6.77645,TAKE_PROFIT,0.04013095675446871,2026-06-09 23:15:00,13.6,0.03,6.77789,CLOSED,6.77861,USDCNH,6.77645,SELL,0.002
2026-06-10 00:35:00,0.007,1.15369,1.1540599999999999,1.15369,STOP_LOSS,-0.03699999999997594,2026-06-10 00:30:00,-3.7,-0.04,1.15398,CLOSED,1.15369,EURUSD,1.15456,BUY,0.001
2026-06-10 02:40:00,0.007,1.15364,1.1537799999999998,1.15364,MAX_HOLD,-0.013999999999980695,2026-06-10 00:40:00,0.0,-0.02,1.1537,CLOSED,1.15339,EURUSD,1.15432,BUY,0.001
2026-06-10 23:10:00,0.014,6.78132,6.7805599999999995,6.78132,STOP_LOSS,-0.022417027502169087,2026-06-10 23:05:00,-7.6,-0.04,6.78064,CLOSED,6.78132,USDCNH,6.77928,SELL,0.002
2026-06-11 00:05:00,0.014,6.78036,6.781969999999999,6.78036,TAKE_PROFIT,0.047478829897491304,2026-06-10 23:15:00,16.1,0.03,6.78205,CLOSED,6.78289,USDCNH,6.78036,SELL,0.002
2026-06-10 23:45:00,0.014,160.562,160.53699999999998,160.562,STOP_LOSS,-0.031145468022990473,2026-06-10 23:25:00,-2.5,-0.05,160.545,CLOSED,160.562,USDJPY,160.51,SELL,0.002
2026-06-11 00:00:00,0.014,160.517,160.55499999999998,160.517,TAKE_PROFIT,0.0473358039300956,2026-06-10 23:50:00,3.8,0.03,160.563,CLOSED,160.586,USDJPY,160.517,SELL,0.002
2026-06-11 01:00:00,0.007,1.15319,1.15359,1.15319,STOP_LOSS,-0.039999999999995595,2026-06-11 00:05:00,-4.0,-0.05,1.15351,CLOSED,1.15319,EURUSD,1.15416,BUY,0.001
2026-06-12 01:05:00,0.007,159.993,159.889,159.993,TAKE_PROFIT,0.06504512505549787,2026-06-12 00:30:00,10.4,0.06,159.881,CLOSED,159.825,USDJPY,159.993,BUY,0.001
2026-06-12 23:40:00,0.021,6.76418,6.76359,6.76418,STOP_LOSS,-0.026169534226640073,2026-06-12 23:05:00,-5.9,-0.05,6.76367,CLOSED,6.76418,USDCNH,6.76265,SELL,0.003
2026-06-15 00:00:00,0.021,6.76214,6.763299999999999,6.76214,TAKE_PROFIT,0.05145417178003073,2026-06-12 23:45:00,11.6,0.03,6.76338,CLOSED,6.764,USDCNH,6.76214,SELL,0.003
2026-06-15 00:00:00,0.014,160.185,160.21699999999998,160.185,TAKE_PROFIT,0.039945823476887306,2026-06-12 23:35:00,3.2,0.03,160.225,CLOSED,160.245,USDJPY,160.185,SELL,0.002
2026-06-15 23:55:00,0.028,6.75902,6.75988,6.75902,TAKE_PROFIT,0.050888477310266154,2026-06-15 23:05:00,8.6,0.02,6.75996,CLOSED,6.76043,USDCNH,6.75902,SELL,0.004
2026-06-16 00:00:00,0.007,160.279,160.355,160.279,TAKE_PROFIT,0.0473948426927713,2026-06-15 23:10:00,7.6,0.04,160.363,CLOSED,160.405,USDJPY,160.279,SELL,0.001
2026-06-16 23:55:00,0.028,6.75663,6.75742,6.75663,TAKE_PROFIT,0.04676340970366811,2026-06-16 23:05:00,7.9,0.02,6.7575,CLOSED,6.75793,USDCNH,6.75663,SELL,0.004
2026-06-17 00:00:00,0.014,160.422,160.45499999999998,160.422,TAKE_PROFIT,0.041133027951746025,2026-06-16 23:15:00,3.3,0.03,160.463,CLOSED,160.483,USDJPY,160.422,SELL,0.002
2026-06-17 00:45:00,0.007,160.449,160.36700000000002,160.449,TAKE_PROFIT,0.0511327143364867,2026-06-17 00:05:00,8.2,0.04,160.359,CLOSED,160.314,USDJPY,160.449,BUY,0.001
2026-06-17 23:45:00,0.007,6.776295675820712,6.77722,6.776295675820712,STOP_LOSS,0.013638692255648,2026-06-17 23:15:00,9.24,0.01,6.7773,CLOSED,6.776295675820712,USDCNH,6.77253,SELL,0.001
2026-06-18 01:50:00,0.007,6.77453,6.776079999999999,6.77453,MAX_HOLD,0.02287458235438561,2026-06-17 23:50:00,0.0,0.02,6.77616,CLOSED,6.776079999999999,USDCNH,6.77278,SELL,0.001
2026-06-18 03:00:00,0.021,6.77317,6.77445,6.77317,TAKE_PROFIT,0.05668356840774544,2026-06-18 01:55:00,12.8,0.04,6.77453,CLOSED,6.77521,USDCNH,6.77317,SELL,0.003
2026-06-19 01:05:00,0.007,6.77756,6.778029999999999,6.77756,MAX_HOLD,0.006934168187498171,2026-06-18 23:05:00,0.0,-0.0,6.77811,CLOSED,6.77928,USDCNH,6.77577,SELL,0.001
2026-06-19 01:25:00,0.021,6.77882,6.778199999999999,6.77882,STOP_LOSS,-0.02744091351688542,2026-06-19 01:15:00,-6.2,-0.05,6.77828,CLOSED,6.77882,USDCNH,6.77721,SELL,0.003
2026-06-19 02:00:00,0.021,6.77709,6.77837,6.77709,TAKE_PROFIT,0.056650787726230806,2026-06-19 01:30:00,12.8,0.04,6.77845,CLOSED,6.77913,USDCNH,6.77709,SELL,0.003
2026-06-19 23:45:00,0.014,6.7829,6.781999999999999,6.7829,STOP_LOSS,-0.026540843409040612,2026-06-19 23:15:00,-9.0,-0.04,6.78208,CLOSED,6.7829,USDCNH,6.78043,SELL,0.002
2026-06-22 00:25:00,0.007,6.78114,6.783379999999999,6.78114,TAKE_PROFIT,0.03302188584451374,2026-06-19 23:50:00,22.4,0.03,6.78346,CLOSED,6.783379999999999,USDCNH,6.78114,SELL,0.001
2026-06-23 00:00:00,0.028,6.77711,6.77804,6.77711,TAKE_PROFIT,0.05488312255456925,2026-06-22 23:05:00,9.3,0.03,6.77812,CLOSED,6.77863,USDCNH,6.77711,SELL,0.004
2026-06-23 00:00:00,0.007,1.32542,1.3249600000000001,1.32542,STOP_LOSS,-0.04599999999999049,2026-06-22 23:20:00,-4.6,-0.05,1.32504,CLOSED,1.32542,GBPUSD,1.32427,SELL,0.001
2026-06-23 21:55:00,0.028,6.79662,6.79737,6.79662,TAKE_PROFIT,0.044134716809591266,2026-06-23 21:20:00,7.5,0.02,6.79745,CLOSED,6.79787,USDCNH,6.79662,SELL,0.004
2026-06-24 00:00:00,0.021,6.79395,6.795179999999999,6.79395,TAKE_PROFIT,0.05430319726628083,2026-06-23 23:05:00,12.3,0.03,6.79526,CLOSED,6.79592,USDCNH,6.79395,SELL,0.003
2026-06-24 00:00:00,0.007,1.31932,1.3199900000000002,1.31932,TAKE_PROFIT,0.06700000000001705,2026-06-23 23:20:00,6.7,0.06,1.32007,CLOSED,1.32044,GBPUSD,1.31932,SELL,0.001
2026-06-25 00:00:00,0.014,6.812,6.81354,6.812,TAKE_PROFIT,0.04520410829024063,2026-06-24 23:05:00,15.4,0.03,6.81362,CLOSED,6.81443,USDCNH,6.812,SELL,0.002
2026-06-25 21:00:00,0.007,161.816,161.70700000000002,161.816,TAKE_PROFIT,0.06740586369172666,2026-06-25 19:15:00,10.9,0.06,161.699,CLOSED,161.64,USDJPY,161.816,BUY,0.001
2026-06-26 00:00:00,0.014,6.79915,6.80101,6.79915,TAKE_PROFIT,0.05469775812709438,2026-06-25 23:05:00,18.6,0.04,6.80109,CLOSED,6.80206,USDCNH,6.79915,SELL,0.002
