close_time,commission,current_price,entry_price,exit_price,exit_reason,gross_profit,open_time,pips,profit,requested_price,status,stop_loss,symbol,take_profit,type,volume
2026-06-18 01:50:00,0.126,6.77453,6.776079999999999,6.77453,MAX_HOLD,0.4117424823789409,2026-06-17 23:50:00,0.0,0.29,6.77616,CLOSED,6.776079999999999,USDCNH,6.77278,SELL,0.018
2026-06-18 03:00:00,0.315,6.77317,6.77445,6.77317,TAKE_PROFIT,0.8502535261161817,2026-06-18 01:55:00,12.8,0.54,6.77453,CLOSED,6.77521,USDCNH,6.77317,SELL,0.045
2026-06-18 04:30:00,0.056,1.15223,1.1512499999999999,1.15223,TAKE_PROFIT,0.7840000000001623,2026-06-18 03:15:00,9.8,0.73,1.15117,CLOSED,1.15064,EURUSD,1.15223,BUY,0.008
2026-06-19 01:05:00,0.182,6.77756,6.778029999999999,6.77756,MAX_HOLD,0.18028837287495242,2026-06-18 23:05:00,0.0,-0.0,6.77811,CLOSED,6.77928,USDCNH,6.77577,SELL,0.026
2026-06-19 02:20:00,0.028,1.32034,1.31998,1.32034,MAX_HOLD,0.1440000000000552,2026-06-19 00:20:00,0.0,0.12,1.3199,CLOSED,1.3189,GBPUSD,1.32191,BUY,0.004
2026-06-19 23:45:00,0.266,6.7829,6.781999999999999,6.7829,STOP_LOSS,-0.5042760247717716,2026-06-19 23:15:00,-9.0,-0.77,6.78208,CLOSED,6.7829,USDCNH,6.78043,SELL,0.038
2026-06-22 00:25:00,0.182,6.78114,6.783379999999999,6.78114,TAKE_PROFIT,0.8585690319573571,2026-06-19 23:50:00,22.4,0.68,6.78346,CLOSED,6.783379999999999,USDCNH,6.78114,SELL,0.026
2026-06-22 02:05:00,0.042,1.14658,1.1462599999999998,1.14658,MAX_HOLD,0.1920000000000588,2026-06-22 00:05:00,0.0,0.15,1.14618,CLOSED,1.14548,EURUSD,1.14759,BUY,0.006
2026-06-23 00:00:00,0.427,6.77711,6.77804,6.77711,TAKE_PROFIT,0.836967618957181,2026-06-22 23:05:00,9.3,0.41,6.77812,CLOSED,6.77863,USDCNH,6.77711,SELL,0.061
2026-06-23 00:00:00,0.07,1.32549,1.32498,1.32549,STOP_LOSS,-0.5100000000000104,2026-06-22 23:15:00,-5.1,-0.58,1.32506,CLOSED,1.32549,GBPUSD,1.32421,SELL,0.01
2026-06-23 21:55:00,0.518,6.79662,6.79737,6.79662,TAKE_PROFIT,0.8164922609774384,2026-06-23 21:20:00,7.5,0.3,6.79745,CLOSED,6.79787,USDCNH,6.79662,SELL,0.074
2026-06-24 00:00:00,0.329,6.79395,6.795179999999999,6.79395,TAKE_PROFIT,0.8507500905050662,2026-06-23 23:05:00,12.3,0.52,6.79526,CLOSED,6.79592,USDCNH,6.79395,SELL,0.047
2026-06-24 00:00:00,0.084,1.31932,1.3199900000000002,1.31932,TAKE_PROFIT,0.8040000000002046,2026-06-23 23:20:00,6.7,0.72,1.32007,CLOSED,1.32044,GBPUSD,1.31932,SELL,0.012
2026-06-24 00:45:00,0.056,1.32035,1.3193199999999998,1.32035,TAKE_PROFIT,0.8240000000000691,2026-06-24 00:05:00,10.3,0.77,1.31924,CLOSED,1.31869,GBPUSD,1.32035,BUY,0.008
2026-06-25 00:00:00,0.273,6.812,6.81354,6.812,TAKE_PROFIT,0.8814801116596922,2026-06-24 23:05:00,15.4,0.61,6.81362,CLOSED,6.81443,USDCNH,6.812,SELL,0.039
2026-06-25 00:15:00,0.077,1.31707,1.3165900000000001,1.31707,STOP_LOSS,-0.5279999999997952,2026-06-24 23:55:00,-4.8,-0.6,1.31667,CLOSED,1.31707,GBPUSD,1.31587,SELL,0.011
2026-06-25 20:35:00,0.077,161.807,161.68,161.807,TAKE_PROFIT,0.8640524492824051,2026-06-25 19:00:00,12.7,0.79,161.672,CLOSED,161.68,USDJPY,161.807,BUY,0.011
2026-06-26 00:00:00,0.231,6.79915,6.80101,6.79915,TAKE_PROFIT,0.9025130090970572,2026-06-25 23:05:00,18.6,0.67,6.80109,CLOSED,6.80206,USDCNH,6.79915,SELL,0.033
2026-06-26 23:30:00,0.406,6.80312,6.80249,6.80312,STOP_LOSS,-0.5371562471978286,2026-06-26 23:05:00,-6.3,-0.94,6.80257,CLOSED,6.80312,USDCNH,6.80148,SELL,0.058
2026-06-26 23:50:00,0.343,6.80452,6.803789999999999,6.80452,STOP_LOSS,-0.5257363910414415,2026-06-26 23:35:00,-7.3,-0.87,6.80387,CLOSED,6.80452,USDCNH,6.80256,SELL,0.049
2026-06-29 00:00:00,0.252,6.80282,6.80451,6.80282,TAKE_PROFIT,0.8941128751372089,2026-06-26 23:55:00,16.9,0.64,6.80459,CLOSED,6.80547,USDCNH,6.80282,SELL,0.036
2026-06-29 02:10:00,0.042,1.13857,1.1384599999999998,1.13857,MAX_HOLD,0.06600000000016593,2026-06-29 00:10:00,0.0,0.02,1.13838,CLOSED,1.13761,EURUSD,1.13992,BUY,0.006
2026-06-29 23:10:00,0.378,6.80008,6.79941,6.80008,STOP_LOSS,-0.5321049914628063,2026-06-29 23:05:00,-6.7,-0.91,6.7994900000000005,CLOSED,6.80008,USDCNH,6.79831,SELL,0.054
2026-06-29 23:20:00,0.357,6.80092,6.8002199999999995,6.80092,STOP_LOSS,-0.5249830152554975,2026-06-29 23:15:00,-7.0,-0.88,6.8003,CLOSED,6.80092,USDCNH,6.79907,SELL,0.051
2026-06-30 00:00:00,0.357,6.79965,6.800809999999999,6.79965,TAKE_PROFIT,0.8698963799897349,2026-06-29 23:25:00,11.6,0.51,6.80089,CLOSED,6.80151,USDCNH,6.79965,SELL,0.051
2026-06-30 00:00:00,0.11900000000000001,1.32557,1.3260200000000002,1.32557,TAKE_PROFIT,0.765000000000482,2026-06-29 23:15:00,4.5,0.65,1.3261,CLOSED,1.32636,GBPUSD,1.32557,SELL,0.017
